"Counting","CITP Australian Citizenship","CED (UR)","AGEP Age","Count",
"Persons, Place of Usual Residence","Australian","Rankin","27",1847
"Persons, Place of Usual Residence","Australian","Rankin","28",1720
"Persons, Place of Usual Residence","Australian","Rankin","29",1776
"Persons, Place of Usual Residence","Australian","Rankin","30",1813
"Persons, Place of Usual Residence","Australian","Ryan","15",1795
"Persons, Place of Usual Residence","Australian","Ryan","16",1664
"Persons, Place of Usual Residence","Australian","Ryan","17",1860
"Persons, Place of Usual Residence","Australian","Ryan","18",2526
"Persons, Place of Usual Residence","Australian","Ryan","19",2800
"Persons, Place of Usual Residence","Australian","Ryan","20",2727
"Persons, Place of Usual Residence","Australian","Ryan","21",2540
"Persons, Place of Usual Residence","Australian","Ryan","22",2292
"Persons, Place of Usual Residence","Australian","Ryan","23",2068
"Persons, Place of Usual Residence","Australian","Ryan","24",1782
"Persons, Place of Usual Residence","Australian","Ryan","25",1684
"Persons, Place of Usual Residence","Australian","Ryan","26",1584
"Persons, Place of Usual Residence","Australian","Ryan","27",1480
"Persons, Place of Usual Residence","Australian","Ryan","28",1377
"Persons, Place of Usual Residence","Australian","Ryan","29",1301
"Persons, Place of Usual Residence","Australian","Ryan","30",1282
"Persons, Place of Usual Residence","Australian","Wide Bay","15",1722
"Persons, Place of Usual Residence","Australian","Wide Bay","16",1664
"Persons, Place of Usual Residence","Australian","Wide Bay","17",1560
"Persons, Place of Usual Residence","Australian","Wide Bay","18",1311
"Persons, Place of Usual Residence","Australian","Wide Bay","19",1172
"Persons, Place of Usual Residence","Australian","Wide Bay","20",1138
"Persons, Place of Usual Residence","Australian","Wide Bay","21",1062
"Persons, Place of Usual Residence","Australian","Wide Bay","22",1025
"Persons, Place of Usual Residence","Australian","Wide Bay","23",1050
"Persons, Place of Usual Residence","Australian","Wide Bay","24",1045
"Persons, Place of Usual Residence","Australian","Wide Bay","25",955
"Persons, Place of Usual Residence","Australian","Wide Bay","26",1010
"Persons, Place of Usual Residence","Australian","Wide Bay","27",991
"Persons, Place of Usual Residence","Australian","Wide Bay","28",928
"Persons, Place of Usual Residence","Australian","Wide Bay","29",995
"Persons, Place of Usual Residence","Australian","Wide Bay","30",967
"Persons, Place of Usual Residence","Australian","Wright","15",2093
"Persons, Place of Usual Residence","Australian","Wright","16",2072
"Persons, Place of Usual Residence","Australian","Wright","17",1951
"Persons, Place of Usual Residence","Australian","Wright","18",1863
"Persons, Place of Usual Residence","Australian","Wright","19",1766
"Persons, Place of Usual Residence","Australian","Wright","20",1674
"Persons, Place of Usual Residence","Australian","Wright","21",1540
"Persons, Place of Usual Residence","Australian","Wright","22",1388
"Persons, Place of Usual Residence","Australian","Wright","23",1434
"Persons, Place of Usual Residence","Australian","Wright","24",1299
"Persons, Place of Usual Residence","Australian","Wright","25",1326
"Persons, Place of Usual Residence","Australian","Wright","26",1270
"Persons, Place of Usual Residence","Australian","Wright","27",1247
"Persons, Place of Usual Residence","Australian","Wright","28",1177
"Persons, Place of Usual Residence","Australian","Wright","29",1194
"Persons, Place of Usual Residence","Australian","Wright","30",1297
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","15",21
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","16",42
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","17",45
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","18",72
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","19",89
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","20",87
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","21",99
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","22",89
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","23",98
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","24",87
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","25",114
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","26",78
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","27",117
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","28",113
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","29",80
"Persons, Place of Usual Residence","Australian","No usual address (Qld)","30",98
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","15",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","16",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","17",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","18",3
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","19",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","20",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","21",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","22",3
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","23",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","24",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","25",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","26",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","27",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","28",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","29",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Qld)","30",0
"Persons, Place of Usual Residence","Australian","Adelaide","15",1341
"Persons, Place of Usual Residence","Australian","Adelaide","16",1301
"Persons, Place of Usual Residence","Australian","Adelaide","17",1255
"Persons, Place of Usual Residence","Australian","Adelaide","18",1520
"Persons, Place of Usual Residence","Australian","Adelaide","19",1690
"Persons, Place of Usual Residence","Australian","Adelaide","20",1732
"Persons, Place of Usual Residence","Australian","Adelaide","21",1815
"Persons, Place of Usual Residence","Australian","Adelaide","22",1815
"Persons, Place of Usual Residence","Australian","Adelaide","23",1832
"Persons, Place of Usual Residence","Australian","Adelaide","24",1817
"Persons, Place of Usual Residence","Australian","Adelaide","25",1858
"Persons, Place of Usual Residence","Australian","Adelaide","26",1882
"Persons, Place of Usual Residence","Australian","Adelaide","27",1865
"Persons, Place of Usual Residence","Australian","Adelaide","28",1796
"Persons, Place of Usual Residence","Australian","Adelaide","29",1727
"Persons, Place of Usual Residence","Australian","Adelaide","30",1770
"Persons, Place of Usual Residence","Australian","Barker","15",1710
"Persons, Place of Usual Residence","Australian","Barker","16",1737
"Persons, Place of Usual Residence","Australian","Barker","17",1735
"Persons, Place of Usual Residence","Australian","Barker","18",1623
"Persons, Place of Usual Residence","Australian","Barker","19",1372
"Persons, Place of Usual Residence","Australian","Barker","20",1282
"Persons, Place of Usual Residence","Australian","Barker","21",1209
"Persons, Place of Usual Residence","Australian","Barker","22",1295
"Persons, Place of Usual Residence","Australian","Barker","23",1385
"Persons, Place of Usual Residence","Australian","Barker","24",1338
"Persons, Place of Usual Residence","Australian","Barker","25",1293
"Persons, Place of Usual Residence","Australian","Barker","26",1288
"Persons, Place of Usual Residence","Australian","Barker","27",1220
"Persons, Place of Usual Residence","Australian","Barker","28",1252
"Persons, Place of Usual Residence","Australian","Barker","29",1250
"Persons, Place of Usual Residence","Australian","Barker","30",1339
"Persons, Place of Usual Residence","Australian","Boothby","15",1595
"Persons, Place of Usual Residence","Australian","Boothby","16",1651
"Persons, Place of Usual Residence","Australian","Boothby","17",1617
"Persons, Place of Usual Residence","Australian","Boothby","18",1661
"Persons, Place of Usual Residence","Australian","Boothby","19",1716
"Persons, Place of Usual Residence","Australian","Boothby","20",1751
"Persons, Place of Usual Residence","Australian","Boothby","21",1704
"Persons, Place of Usual Residence","Australian","Boothby","22",1582
"Persons, Place of Usual Residence","Australian","Boothby","23",1488
"Persons, Place of Usual Residence","Australian","Boothby","24",1452
"Persons, Place of Usual Residence","Australian","Boothby","25",1390
"Persons, Place of Usual Residence","Australian","Boothby","26",1251
"Persons, Place of Usual Residence","Australian","Boothby","27",1279
"Persons, Place of Usual Residence","Australian","Boothby","28",1257
"Persons, Place of Usual Residence","Australian","Boothby","29",1224
"Persons, Place of Usual Residence","Australian","Boothby","30",1272
"Persons, Place of Usual Residence","Australian","Grey","15",1539
"Persons, Place of Usual Residence","Australian","Grey","16",1568
"Persons, Place of Usual Residence","Australian","Grey","17",1600
"Persons, Place of Usual Residence","Australian","Grey","18",1243
"Persons, Place of Usual Residence","Australian","Grey","19",1237
"Persons, Place of Usual Residence","Australian","Grey","20",1241
"Persons, Place of Usual Residence","Australian","Grey","21",1246
"Persons, Place of Usual Residence","Australian","Grey","22",1222
"Persons, Place of Usual Residence","Australian","Grey","23",1351
"Persons, Place of Usual Residence","Australian","Grey","24",1332
"Persons, Place of Usual Residence","Australian","Grey","25",1427
"Persons, Place of Usual Residence","Australian","Grey","26",1375
"Persons, Place of Usual Residence","Australian","Grey","27",1422
"Persons, Place of Usual Residence","Australian","Grey","28",1364
"Persons, Place of Usual Residence","Australian","Grey","29",1322
"Persons, Place of Usual Residence","Australian","Grey","30",1454
"Persons, Place of Usual Residence","Australian","Hindmarsh","15",1269
"Persons, Place of Usual Residence","Australian","Hindmarsh","16",1346
"Persons, Place of Usual Residence","Australian","Hindmarsh","17",1374
"Persons, Place of Usual Residence","Australian","Hindmarsh","18",1435
"Persons, Place of Usual Residence","Australian","Hindmarsh","19",1535
"Persons, Place of Usual Residence","Australian","Hindmarsh","20",1628
"Persons, Place of Usual Residence","Australian","Hindmarsh","21",1757
"Persons, Place of Usual Residence","Australian","Hindmarsh","22",1687
"Persons, Place of Usual Residence","Australian","Hindmarsh","23",1674
"Persons, Place of Usual Residence","Australian","Hindmarsh","24",1590
"Persons, Place of Usual Residence","Australian","Hindmarsh","25",1567
"Persons, Place of Usual Residence","Australian","Hindmarsh","26",1597
"Persons, Place of Usual Residence","Australian","Hindmarsh","27",1517
"Persons, Place of Usual Residence","Australian","Hindmarsh","28",1585
"Persons, Place of Usual Residence","Australian","Hindmarsh","29",1569
"Persons, Place of Usual Residence","Australian","Hindmarsh","30",1519
"Persons, Place of Usual Residence","Australian","Kingston","15",1617
"Persons, Place of Usual Residence","Australian","Kingston","16",1633
"Persons, Place of Usual Residence","Australian","Kingston","17",1756
"Persons, Place of Usual Residence","Australian","Kingston","18",1543
